lsl_ts,recv_ts,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,marker,trial_index,session_id
26359.3374231,1779031948.4545734,-127778.109375,-128253.8203125,-127867.375,-128117.984375,-128062.6015625,-127703.140625,-127997.0859375,-128087.140625,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.341423100002,1779031948.4545822,-127744.3359375,-128226.8359375,-127850.90625,-127956.9609375,-127964.046875,-127688.8359375,-127978.6484375,-128079.9453125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.345423100003,1779031948.4545915,-127717.1953125,-128212.0234375,-127848.421875,-127808.9296875,-127985.75,-127844.3125,-127979.828125,-128086.109375,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.349423100004,1779031948.4546008,-127654.34375,-128174.2265625,-127845.875,-128051.109375,-128058.3984375,-127966.6640625,-127965.28125,-128087.7421875,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.353423100005,1779031948.4546094,-127604.7265625,-128092.7734375,-127921.40625,-128295.8359375,-128158.0625,-128025.296875,-127968.8125,-128088.484375,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.357423100006,1779031948.4546185,-127733.046875,-127977.0625,-127924.1328125,-128616.296875,-128159.671875,-128035.578125,-127963.3828125,-128076.75,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.361423100007,1779031948.4546273,-127875.9375,-127925.0,-127815.03125,-128947.28125,-128006.0234375,-128150.28125,-127944.46875,-128060.71875,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.365423100007,1779031948.4546359,-127892.078125,-127932.3125,-127817.109375,-128958.2109375,-127923.90625,-128473.0234375,-127967.875,-128061.5703125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.3592736,1779031948.4546447,-127898.5625,-127946.6796875,-127842.453125,-128936.84375,-127915.3203125,-128602.0546875,-127994.7421875,-128069.8203125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.3632736,1779031948.4546533,-127885.546875,-127934.9453125,-127839.171875,-128884.203125,-127992.34375,-128526.484375,-127983.8515625,-128077.0625,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.3672736,1779031948.4546618,-127847.75,-127894.1328125,-127814.40625,-128798.0390625,-128014.96875,-128411.9765625,-127949.5,-128068.140625,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.3712736,1779031948.4546704,-127835.1953125,-127887.140625,-127825.46875,-128755.484375,-127922.9921875,-128348.1875,-127960.2265625,-128062.84375,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.375273600002,1779031948.454679,-127847.7734375,-127910.984375,-127857.1640625,-128748.90625,-127923.7734375,-128324.515625,-128005.7109375,-128069.953125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.379273600003,1779031948.454688,-127856.1171875,-127926.71875,-127883.8046875,-128730.3359375,-127929.2890625,-128285.578125,-128035.015625,-128080.5703125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.383273600004,1779031948.4548566,-127843.3984375,-127916.2421875,-127881.5078125,-128679.125,-127989.171875,-128210.6796875,-128026.0546875,-128085.2421875,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.387273600005,1779031948.4548855,-127807.65625,-127877.6171875,-127848.265625,-128595.1484375,-128013.4453125,-128102.1640625,-127980.4765625,-128078.9140625,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.391273600006,1779031948.4549015,-127799.359375,-127875.09375,-127856.5625,-128557.578125,-127920.2421875,-128046.28125,-127990.203125,-128069.8828125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.395273600006,1779031948.4549174,-127814.0,-127900.59375,-127896.28125,-128553.171875,-127931.8828125,-128027.2421875,-128038.390625,-128080.5,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.4047022,1779031948.4549708,-127822.8515625,-127916.640625,-127924.0390625,-128534.78125,-127937.671875,-127990.828125,-128069.0390625,-128090.3828125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.408702200002,1779031948.4550538,-127808.75,-127904.28125,-127919.28125,-128482.1640625,-128005.46875,-127821.9375,-128057.65625,-128094.1796875,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.412702200003,1779031948.4550717,-127756.203125,-127849.875,-127869.546875,-128383.7265625,-128081.0625,-127605.8828125,-127994.15625,-128085.6015625,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.416702200004,1779031948.4550824,-127721.4921875,-127822.1171875,-127851.9765625,-128321.25,-127959.46875,-127709.84375,-127975.453125,-128076.703125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.420702200005,1779031948.4550917,-127711.09375,-127823.59375,-127866.5078125,-128292.890625,-127934.4140625,-127886.21875,-127996.7265625,-128082.15625,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.424702200005,1779031948.4551013,-127694.484375,-127814.515625,-127868.609375,-128251.3125,-127993.7578125,-128041.0546875,-127998.15625,-128090.609375,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.428702200006,1779031948.578324,-127630.8515625,-127692.875,-127860.2734375,-128165.59375,-128080.8828125,-128152.203125,-127981.53125,-128094.671875,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.432702200007,1779031948.578357,-127578.078125,-127499.8046875,-127901.5078125,-127860.046875,-128180.1015625,-128193.3125,-127973.8828125,-128089.734375,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.436702200008,1779031948.5783687,-127704.03125,-127608.3203125,-127876.3828125,-127784.4296875,-128093.421875,-128321.9921875,-127956.7421875,-128076.703125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.44070220001,1779031948.5784268,-127872.140625,-127819.59375,-127836.6484375,-128072.546875,-128000.375,-128567.5,-127952.3828125,-128076.4375,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.4461673,1779031948.5784688,-127869.5,-128121.0234375,-127837.25,-128436.0703125,-128012.1484375,-128530.84375,-127950.4609375,-128076.96875,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.4501673,1779031948.5785165,-127827.90625,-128452.703125,-127840.3984375,-128885.7265625,-128032.3828125,-128425.28125,-127951.6875,-128076.5234375,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.454167300002,1779031948.5785282,-127781.546875,-128458.6484375,-127842.5703125,-128902.3515625,-128022.609375,-128304.0,-127950.8203125,-128068.921875,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.458167300003,1779031948.5785627,-127766.2578125,-128448.1640625,-127821.0,-128856.890625,-127923.1875,-128239.7109375,-127963.203125,-128063.0234375,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.462167300004,1779031948.5785758,-127782.0390625,-128473.7109375,-127857.03125,-128851.640625,-127925.515625,-128220.046875,-128011.9296875,-128069.703125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.466167300005,1779031948.578608,-127791.71875,-128489.453125,-127884.65625,-128832.5234375,-127930.921875,-128183.7421875,-128042.4375,-128077.578125,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.470167300005,1779031948.5786202,-127779.671875,-128478.71875,-127882.1953125,-128780.5390625,-127977.90625,-128110.0703125,-128032.890625,-128085.421875,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.474167300006,1779031948.5786653,-127743.75,-128439.40625,-127848.109375,-128696.0234375,-128000.953125,-128000.859375,-127984.6796875,-128079.5,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.478167300007,1779031948.5786767,-127731.546875,-128432.5625,-127852.515625,-128655.0546875,-127911.296875,-127941.4296875,-127988.4765625,-128071.5625,REST,,019e3690-f645-761b-925e-75f7c656582e
26359.482167300008,1779031948.578686,-127744.4921875,-128456.6796875,-127890.6484375,-128649.5078125,-127920.9765625,-127887.7890625,-128035.7734375,-128081.7734375,REST,,019e3690-f645-761b-925e-75f7c656582e
